hospitalName,telNum,hospitalType,numDoc,numRoom,numBed,medicalCourse,address
경기도립노인전문용인병원,031-288-0400,요양병원(노인병원),36,56,204,내과/ 신경과/ 정신건강의학과/ 가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과,경기도 용인시 기흥구 중부대로 940 (상하동)
용인정신병원,031-288-0114,요양병원(정신병원),58,183,915,치과/ 가정의학과/ 정신건강의학과/ 신경과/ 내과,"경기도 용인시 기흥구 중부대로 940 (상하동, 용인정신병원)"
메디하임효요양병원,031-889-8700,요양병원(일반요양병원),15,25,145,한방재활의학과/ 가정의학과/ 재활의학과/ 신경외과/ 정형외과/ 외과/ 내과,"경기도 용인시 수지구 현암로 164, 신주프라자 306호,4층,603호~608호 (죽전동)"
동백요양병원,031-284-7577,요양병원(일반요양병원),27,26,193,내과/ 신경과/ 외과/ 정형외과/ 신경외과/ 재활의학과/ 침구과,경기도 용인시 기흥구 동백중앙로 269 (중동)
엠플러스병원,031-285-6900,병원,16,11,30,정형외과/ 신경외과/ 영상의학과,"경기도 용인시 기흥구 동백중앙로 265 (중동, 더엠프라자 8,9층)"
컬럼비아치과병원,031-693-7528,치과병원,3,0,0,구강악안면외과/ 치과보철과/ 치과교정과/ 소아치과/ 치주과/ 치과보존과/ 구강내과,"경기도 용인시 기흥구 동백중앙로 358-19 (동백동,미래도프라자7층)"
강남병원,031-300-0114,종합병원,203,82,299,내과/ 신경과/ 정신건강의학과/ 외과/ 정형외과/ 신경외과/ 흉부외과/ 성형외과/ 마취통증의학과/ 산부인과/ 소아청소년과/ 이비인후과/ 피부과/ 비뇨의학과/ 영상의학과/ 진단검사의학과/ 가정의학과/ 응급의학과/ 예방치과,"경기도 용인시 기흥구 중부대로 411, 강남병원 (신갈동)"
서울시립 백암정신병원,031-332-3194,요양병원(정신병원),22,40,251,신경과/ 정신건강의학과,경기도 용인시 처인구 백암면 용천로71번길 30
사랑의요양병원,031-321-6262,요양병원(일반요양병원),6,27,122,내과/ 외과/ 정형외과/ 가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방재활의학과/ 침구과,"경기도 용인시 처인구 중부대로 1539, 1,2,3,4,5층 (마평동)"
(의)수지의료재단수지요양병원,031-262-0050,요양병원(일반요양병원),7,57,129,한방안·이비인후·피부과/ 한방소아과/ 한방부인과/ 한방내과/ 가정의학과/ 신경외과/ 정형외과/ 외과/ 내과,"경기도 용인시 수지구 풍덕천로22번길 15, 수지요양병원 지하1,지상2~6층 (풍덕천동)"
더원요양병원,031-282-8123,요양병원(일반요양병원),43,68,298,한방내과/ 가정의학과/ 재활의학과/ 산부인과/ 신경과,"경기도 용인시 기흥구 용구대로 2252, 더원병원 (신갈동)"
(의)현당의료재단 늘봄요양병원,031-659-7800,요양병원(일반요양병원),32,70,195,내과/ 재활의학과/ 가정의학과,"경기도 용인시 수지구 포은대로59번길 17, 광교복합의료센터,지하1층,1층일부,2층~4층,6층 (상현동)"
린병원,031-8005-1300,병원,73,66,323,내과/ 재활의학과,"경기도 용인시 수지구 포은대로59번길 15 (상현동, 광교복합의료센터)"
케어스힐요양병원,031-285-2000,요양병원(일반요양병원),30,31,176,외과/ 침구과/ 한방내과/ 신경과/ 내과,경기도 용인시 기흥구 민속촌로 28 (보라동)
감인의료재단 신갈백세요양병원,031-693-6900,요양병원(일반요양병원),18,31,96,내과/ 외과/ 정형외과/ 산부인과/ 재활의학과/ 가정의학과/ 한방내과,"경기도 용인시 기흥구 신정로159번길 60, 신갈백세암요양병원 (신갈동)"
동백우리요양병원,031-275-7600,요양병원(일반요양병원),20,25,140,한방내과/ 재활의학과/ 정형외과/ 외과/ 내과,경기도 용인시 기흥구 동백중앙로 283 (중동)
의료법인 상록의료재단 굿모닝요양병원,547-0800,요양병원(일반요양병원),46,55,297,한방내과/ 신경과/ 재활의학과/ 외과/ 가정의학과/ 내과,"경기도 용인시 기흥구 흥덕1로79번길 24 (영덕동, 굿모닝타워 4,5,6,7,8,9층)"
용인서울요양병원,031-335-5000,요양병원(일반요양병원),25,29,174,내과/ 신경과/ 재활의학과/ 한방내과,경기도 용인시 처인구 백옥대로1313번길 49 (유방동)
샘물호스피스병원,031-329-2999,병원,76,45,90,산부인과/ 소아청소년과/ 내과,경기도 용인시 처인구 백암면 고안로51번길 112-25
(의)영문의료재단 다보스병원,031-8021-2000,종합병원,199,60,235,내과/ 신경과/ 외과/ 정형외과/ 신경외과/ 마취통증의학과/ 산부인과/ 소아청소년과/ 안과/ 이비인후과/ 피부과/ 비뇨의학과/ 영상의학과/ 병리과/ 진단검사의학과/ 가정의학과/ 응급의학과,"경기도 용인시 처인구 백옥대로1082번길 18, 다보스종합병원 (김량장동)"
(의)유일재단 하나애요양병원,031-339-1000,요양병원(일반요양병원),24,38,219,한방내과/ 피부과/ 외과/ 정형외과/ 신경외과/ 재활의학과/ 신경과/ 내과/ 가정의학과,경기도 용인시 처인구 백옥대로916번길 48 (남동)
광교참좋은요양병원,031-216-9888,요양병원(일반요양병원),18,28,180,내과/ 신경과/ 외과/ 재활의학과/ 한방내과,"경기도 용인시 수지구 광교중앙로 311, 우리상가 3층~9층 (상현동)"
(의)효심의료재단 용인서울병원,031-337-0114,병원,38,61,203,내과/ 정형외과/ 신경외과/ 소아청소년과/ 영상의학과/ 응급의학과,경기도 용인시 처인구 고림로 81 (고림동)
강동요양병원,031-282-6262,요양병원(일반요양병원),17,22,142,내과/ 신경과/ 정신건강의학과/ 피부과/ 재활의학과/ 한방내과/ 한방부인과/ 한방안·이비인후·피부과/ 한방재활의학과/ 침구과,"경기도 용인시 기흥구 구갈로 70 (구갈동, 구갈메가타운 8,9층)"
연세대학교 의과대학 용인세브란스병원,031-331-8888,종합병원,130,25,100,내과/ 신경과/ 외과/ 정형외과/ 마취통증의학과/ 산부인과/ 소아청소년과/ 안과/ 피부과/ 비뇨의학과/ 영상의학과/ 진단검사의학과/ 가정의학과/ 직업환경의학과/ 응급의학과/ 구강악안면외과/ 치과보존과,경기도 용인시 처인구 금학로 225 (역북동)
우리호병원,031-272-0000,병원,12,26,85,신경외과/ 영상의학과/ 내과/ 정형외과,"경기도 용인시 수지구 문정로 15, 4~7층 (풍덕천동, 평은프라자)"
김상수병원,031-285-1212,병원,6,11,36,내과/ 정형외과/ 신경외과/ 마취통증의학과/ 영상의학과,"경기도 용인시 기흥구 구성로 111, 채러티디벨로퍼(주) 2-4층 (언남동)"
용인목토요양병원,031-328-5700,요양병원(일반요양병원),8,20,70,내과/ 피부과/ 재활의학과/ 가정의학과/ 한방내과/ 한방부인과/ 침구과,경기도 용인시 처인구 중부대로1762번길 31 (마평동)
용인이안한방병원,031-333-0051,,,,,,"경기도 용인시 처인구 명지로60번길 8-12, 5~7층 (역북동)"
용인S한방병원,031-281-5551,한방병원,11,10,40,가정의학과/ 한방내과/ 한방신경정신과,"경기도 용인시 기흥구 한보라2로 17, 조은들프라자 2층 (보라동)"
베스트안요양병원,031-216-2279,요양병원(일반요양병원),21,33,185,내과/ 재활의학과/ 가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과,"경기도 용인시 기흥구 흥덕2로105번길 6, 6~9층 (영덕동, 흥덕U프라자)"
연세프라임병원,1588-7542,병원,33,16,77,내과/ 정형외과/ 신경외과/ 마취통증의학과/ 영상의학과,"경기도 용인시 기흥구 용구대로 2355 (마북동, 용인프라임병원)"
조은손병원,031-321-8275,병원,11,14,72,내과/ 정형외과/ 영상의학과,"경기도 용인시 처인구 중부대로 1349, 지하1, 지상3~6층 (김량장동)"
예스병원,031-1899-7580,병원,55,16,74,가정의학과/ 재활의학과/ 병리과/ 영상의학과/ 피부과/ 이비인후과/ 소아청소년과/ 마취통증의학과/ 신경외과/ 정형외과/ 외과/ 내과,"경기도 용인시 수지구 용구대로 2736, 영일죽전빌딩 지하1층 ,1층일부,2층일부,3층~8층호 (죽전동)"
의료법인광화의료재단러스크병원,031)898-0007,요양병원(노인병원),39,22,95,내과/ 신경과/ 신경외과/ 소아청소년과/ 이비인후과/ 피부과/ 비뇨의학과/ 재활의학과/ 가정의학과/ 한방내과/ 한방신경정신과/ 침구과,경기도 용인시 수지구 포은대로313번길 2-8 (풍덕천동)
이음병원,031-212-1500,병원,21,33,148,영상의학과/ 진단검사의학과/ 정신건강의학과/ 신경과/ 내과,"경기도 용인시 기흥구 흥덕1로 97, 5층~7층 (영덕동)"
포브스요양병원,031-338-0911,요양병원(일반요양병원),18,35,176,내과/ 정형외과/ 가정의학과/ 한방내과/ 한방재활의학과,경기도 용인시 처인구 금령로 132 (마평동)
단국대학교 치과대학 죽전치과병원,031-8005-2875,치과병원,23,4,6,마취통증의학과/ 구강악안면외과/ 치과보철과/ 치과교정과/ 소아치과/ 치주과/ 치과보존과/ 구강내과,"경기도 용인시 수지구 죽전로 152 (죽전동, 단국대학교)"
파주삼성요양병원,031-942-8200,요양병원(일반요양병원),11,15,96,내과/ 외과/ 정형외과/ 신경외과/ 마취통증의학과/ 소아청소년과/ 이비인후과/ 피부과/ 비뇨의학과/ 재활의학과/ 가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 침구과,"경기도 파주시 한마음2길 25, 금촌그린플라자 (금촌동)"
경기도의료원파주병원,940-9100,종합병원,157,51,200,내과/ 신경과/ 외과/ 정형외과/ 마취통증의학과/ 산부인과/ 소아청소년과/ 이비인후과/ 영상의학과/ 진단검사의학과/ 재활의학과/ 가정의학과/ 직업환경의학과/ 응급의학과/ 치과,"경기도 파주시 중앙로 207, 경기도립의료원파주병원 (금촌동)"
기대플러스병원,031-540-0200,병원,14,13,37,내과/ 신경과/ 외과/ 정형외과/ 신경외과/ 마취통증의학과/ 소아청소년과/ 이비인후과/ 영상의학과/ 가정의학과,"경기도 파주시 청암로17번길 33, 3,4층 (목동동, 현대메디칼프라자)"
코키아병원,031-986-3538,병원,15,18,36,내과/ 소아청소년과/ 이비인후과/ 피부과,"경기도 파주시 청암로17번길 55, 센트럴프라자 3,4층 301~307, 401, 403, 404, 405호 (목동동)"
월산암요양병원,031-959-8799,요양병원(일반요양병원),3,13,39,외과/ 마취통증의학과/ 가정의학과/ 한방재활의학과,경기도 파주시 법원읍 술이홀로 1139-67
파주보람요양병원,031-942-0600,요양병원(일반요양병원),32,35,199,내과/ 정신건강의학과/ 흉부외과/ 가정의학과/ 한방내과,경기도 파주시 월롱면 통일로 715-2
연세나을암요양병원,031-949-4188,요양병원(일반요양병원),22,31,90,가정의학과/ 한방내과,"경기도 파주시 경의로 1108, 월드타워7 6~9층 (야당동)"
운정한강요양병원,031-942-6262,요양병원(일반요양병원),31,28,211,내과/ 신경과/ 외과/ 정형외과/ 신경외과/ 피부과/ 비뇨의학과/ 가정의학과/ 한방내과/ 한방부인과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과,경기도 파주시 경의로 1102 (야당동)
파주로하스요양병원,031-945-6090,요양병원(일반요양병원),18,26,141,내과/ 신경과/ 재활의학과/ 한방재활의학과/ 침구과,"경기도 파주시 숲속노을로 273, 바이오텍홀딩스 1~7층 (문발동)"
소망요양병원,031-954-8275,요양병원(일반요양병원),19,45,140,외과/ 가정의학과/ 한방내과,"경기도 파주시 문산읍 문향로 93, 1,3,5,6층"
예담요양병원,031-953-0000,요양병원(일반요양병원),20,28,185,내과/ 신경과/ 외과/ 피부과/ 가정의학과/ 한방내과,경기도 파주시 문산읍 화석정로 31
늘편한요양병원,031-958-9800,요양병원(일반요양병원),6,13,65,내과/ 외과/ 정형외과/ 소아청소년과/ 이비인후과/ 한방내과,경기도 파주시 법원읍 사임당로 826
힐링요양병원,031-944-6123,요양병원(일반요양병원),0,16,103,내과/ 신경과/ 정신건강의학과/ 외과/ 정형외과/ 신경외과/ 흉부외과/ 마취통증의학과/ 산부인과/ 피부과/ 재활의학과/ 가정의학과,"경기도 파주시 청석로 260, 트리플메디칼타워 805,806,901호 (동패동)"
자성대 요양병원,070-4658-7407,요양병원(일반요양병원),37,50,270,내과/ 신경과/ 정신건강의학과/ 외과/ 피부과/ 재활의학과/ 가정의학과,경기도 파주시 탄현면 새오리로 215-50
한강요양병원,031-944-1797,요양병원(일반요양병원),18,51,132,내과/ 외과/ 정형외과/ 신경외과/ 가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 사상체질과/ 침구과/ 한방응급과,"경기도 파주시 파평면 청송로652번길 14, 외2필지"
파주미래아동병원,070-4702-2500,병원,18,27,41,내과/ 소아청소년과/ 안과/ 이비인후과/ 피부과/ 가정의학과,"경기도 파주시 와석순환로 133, 5,6층 (동패동, 형성프라자)"
무척조은병원,954-1400,병원,23,30,109,내과/ 신경과/ 외과/ 정형외과/ 신경외과/ 마취통증의학과/ 소아청소년과/ 이비인후과/ 피부과/ 비뇨의학과/ 영상의학과/ 재활의학과/ 가정의학과/ 응급의학과,경기도 파주시 문산읍 방촌로 1675-20
미소래병원,946-0202,병원,7,19,30,산부인과,"경기도 파주시 금정7길 29, 미소래병원 (금촌동)"
메디인병원,943-1191(2),병원,74,31,125,내과/ 신경과/ 외과/ 정형외과/ 신경외과/ 마취통증의학과/ 소아청소년과/ 비뇨의학과/ 영상의학과,"경기도 파주시 시청로 6, 메디인병원 (금촌동)"
세계로요양병원,031-932-4200,요양병원(일반요양병원),24,26,165,내과/ 신경과/ 정형외과/ 신경외과/ 가정의학과/ 한방내과,"경기도 파주시 경의로1240번길 39, 2,3,4층 (와동동, 한미프라자)"
큰나무요양병원,031-944-2006,요양병원(일반요양병원),20,29,125,내과/ 신경과/ 정신건강의학과/ 외과/ 정형외과/ 신경외과/ 재활의학과/ 가정의학과/ 한방내과/ 한방재활의학과/ 침구과,경기도 파주시 운정로 146-95 (상지석동)
문산중앙병원,950-9000,병원,32,25,99,내과/ 정형외과/ 신경외과/ 성형외과/ 마취통증의학과/ 피부과/ 영상의학과,"경기도 파주시 문산읍 문향로39번길 53, 문산중앙병원"
파주성모요양병원,031-8071-1661,요양병원(일반요양병원),26,41,199,내과/ 외과/ 정형외과/ 비뇨의학과/ 한방내과,"경기도 파주시 탄현면 평화로574번길 17, (의)청학의료재단 파주성모병원.요양병원"
한사랑요양병원,031-954-7111,요양병원(일반요양병원),21,33,174,내과/ 신경과/ 신경외과/ 재활의학과/ 한방내과/ 침구과,경기도 파주시 파주읍 통일로 1568
민들레병원,031-947-6400,병원,20,45,299,소아청소년과/ 정신건강의학과/ 신경과/ 내과,"경기도 파주시 탄현면 소리개길 74-17, 민들레병원"
마디편한병원,949-4119,병원,27,13,62,내과/ 외과/ 정형외과/ 신경외과/ 마취통증의학과/ 소아청소년과/ 영상의학과/ 재활의학과,"경기도 파주시 중앙로 328 (금촌동, MH타워 3층,5층)"
파주개성요양병원,947-0000,요양병원(일반요양병원),11,16,85,내과/ 신경과/ 외과/ 정형외과/ 재활의학과/ 한방내과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과,경기도 파주시 하지석길 45 (교하동)
자유로요양병원,949-9004,요양병원(일반요양병원),50,56,327,내과/ 외과/ 정형외과/ 침구과,경기도 파주시 탄현면 새오리로 215-19
동서한방병원,944-1100(5),한방병원,9,6,31,한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과,"경기도 파주시 중앙로 193, 2동 2층 (금릉동, 메트로프라자)"
파주시티요양병원,031-942-7500,요양병원(일반요양병원),26,29,147,내과/ 신경과/ 외과/ 신경외과/ 재활의학과/ 가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과,"경기도 파주시 금빛로 19, 5,6,7층 (금촌동, 파주프라임타워)"
연세요양병원,031-944-6123,요양병원(일반요양병원),15,18,135,내과/ 신경과/ 정신건강의학과/ 외과/ 정형외과/ 신경외과/ 흉부외과/ 마취통증의학과/ 산부인과/ 피부과/ 비뇨의학과/ 재활의학과/ 가정의학과/ 응급의학과/ 한방내과,경기도 파주시 방촌로326번길 46 (맥금동)
운정서울대효요양병원,031-934-2100,요양병원(일반요양병원),19,27,141,내과/ 신경과/ 산부인과/ 재활의학과/ 가정의학과/ 한방내과,"경기도 파주시 책향기로 830, 월드스퀘어 5-8층 (와동동)"
광탄현대병원,935-5678,병원,2,11,51,내과/ 외과/ 정형외과/ 신경외과/ 소아청소년과/ 피부과/ 비뇨의학과,경기도 파주시 광탄면 큰여울길 20-16
이천소망요양병원,031-637-7400,요양병원(일반요양병원),9,26,182,내과/ 정신건강의학과/ 가정의학과/ 한방내과,"경기도 이천시 호법면 중부대로 797-26, 이천소망병원"
이천효요양병원,031-637-6370,요양병원(일반요양병원),14,27,186,내과/ 산부인과/ 가정의학과/ 한방내과,경기도 이천시 경충대로 2738-4 (관고동)
추새로병원,1644-0810,병원,11,20,86,내과/ 신경과/ 정형외과/ 신경외과/ 마취통증의학과/ 영상의학과,"경기도 이천시 영창로 189, 3~8층 (창전동)"
이천 연세스위트치과병원,636-7522,치과병원,3,0,0,구강악안면외과/ 치과보철과/ 치과교정과/ 치주과/ 치과보존과,경기도 이천시 중리천로 58 (중리동)
의료법인 목민의료재단 장호원요양병원,031-641-3080,요양병원(일반요양병원),7,19,86,내과/ 한방내과,경기도 이천시 장호원읍 샘재로145번길 41 (장호원요양병원)
우리요양병원,031-638-8123,요양병원(일반요양병원),19,22,155,내과/ 신경과/ 외과/ 정형외과/ 재활의학과/ 가정의학과/ 한방내과/ 한방재활의학과,경기도 이천시 백사면 이여로428번길 167
한국관광대학 부설 노인전문병원,644-9141,요양병원(노인병원),25,46,198,내과/ 외과/ 신경외과/ 재활의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과,경기도 이천시 신둔면 이장로311번길 197-35
의료법인 예닮의료재단 이천소망병원,637-7400,요양병원(정신병원),20,46,299,정신건강의학과/ 신경과,경기도 이천시 호법면 중부대로 797-26
이천엘리야병원,031-642-8871,병원,21,23,84,내과/ 외과/ 정형외과/ 신경외과/ 마취통증의학과/ 소아청소년과/ 이비인후과/ 피부과/ 비뇨의학과/ 영상의학과/ 병리과/ 재활의학과,경기도 이천시 장호원읍 서동대로 8793
바른병원,630-0300,병원,22,18,60,내과/ 외과/ 정형외과/ 신경외과/ 마취통증의학과/ 영상의학과/ 재활의학과,경기도 이천시 경충대로 2543 (진리동)
의료법인양지의료재단양지요양병원,031-637-8844,요양병원(일반요양병원),22,42,199,내과/ 신경과/ 외과/ 가정의학과/ 한방내과/ 한방재활의학과,경기도 이천시 호법면 덕평로 224
성안드레아병원,-639-3731,요양병원(정신병원),44,69,272,정신건강의학과,경기도 이천시 마장면 서이천로320번길 109-84
이천파티마병원,635-2624,병원,5,22,89,내과/ 외과/ 정형외과/ 직업환경의학과,경기도 이천시 경충대로 2560-2 (중리동)
경기도의료원 이천병원,031-630-4200,종합병원,128,54,164,내과/ 신경과/ 외과/ 정형외과/ 마취통증의학과/ 소아청소년과/ 영상의학과/ 진단검사의학과/ 재활의학과/ 응급의학과/ 통합치의학과,경기도 이천시 경충대로 2742 (관고동)
성요셉병원,671-7000,요양병원(일반요양병원),34,38,199,침구과/ 가정의학과/ 재활의학과/ 신경과/ 내과,경기도 안성시 남파로 169 (당왕동)
마노요양병원,031-677-7582,요양병원(일반요양병원),11,21,66,정형외과,경기도 안성시 보개면 남사당로 196-61
안성동인병원,677-0300,병원,17,12,59,신경과/ 흉부외과/ 신경외과/ 마취통증의학과/ 영상의학과/ 소아청소년과/ 비뇨의학과/ 정형외과/ 외과/ 내과,경기도 안성시 인지1길 9 (인지동)
안성성모병원,031-675-6007,종합병원,61,61,248,내과/ 신경과/ 정신건강의학과/ 외과/ 정형외과/ 신경외과/ 마취통증의학과/ 소아청소년과/ 비뇨의학과/ 영상의학과/ 진단검사의학과/ 가정의학과/ 직업환경의학과/ 응급의학과,경기도 안성시 시장길 58 (서인동)
경기도의료원 안성병원,031-8046-5000,종합병원,138,77,244,내과/ 신경과/ 외과/ 정형외과/ 마취통증의학과/ 산부인과/ 소아청소년과/ 이비인후과/ 비뇨의학과/ 영상의학과/ 진단검사의학과/ 재활의학과/ 응급의학과/ 한방내과/ 치과교정과,경기도 안성시 남파로 95 (당왕동)
파라밀요양병원,677-2613,요양병원(일반요양병원),21,36,176,내과/ 신경과/ 외과/ 정형외과/ 한방내과,경기도 안성시 죽산면 녹배길 139
안성요양병원,675-2316,요양병원(일반요양병원),11,18,107,내과/ 신경과/ 외과/ 한방내과,경기도 안성시 안성맞춤대로 1079 (연지동)
미소플란트치과병원,691-2882,치과병원,3,0,0,치과교정과/ 치주과/ 구강악안면방사선과/ 치과/ 예방치과/ 소아치과,경기도 안성시 공도읍 공도로 91 (성지프라자301~302)
안성동인요양병원,671-9100,요양병원(일반요양병원),8,14,72,내과/ 외과/ 한방내과,경기도 안성시 인지1길 15 (인지동)
엔젤요양병원,-677-1004,요양병원(일반요양병원),17,23,160,내과/ 외과/ 이비인후과/ 피부과/ 재활의학과/ 가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방재활의학과/ 침구과,경기도 안성시 금광면 금광오산로 128
허리편한 병원,031-656-2110,병원,15,16,59,내과/ 신경과/ 외과/ 정형외과/ 신경외과/ 마취통증의학과/ 소아청소년과/ 이비인후과/ 피부과/ 비뇨의학과/ 영상의학과/ 재활의학과/ 가정의학과,경기도 안성시 공도읍 진건중길 9
안성현대요양병원,673-6116,요양병원(일반요양병원),9,26,168,내과/ 외과/ 신경외과/ 가정의학과/ 한방내과/ 한방안·이비인후·피부과,경기도 안성시 금광면 삼흥로 453-69
동안성병원,031-673-3800,요양병원(정신병원),20,53,299,가정의학과/ 비뇨의학과/ 피부과/ 정신건강의학과/ 신경과/ 내과,경기도 안성시 일죽면 금일로 1-38
대건효도병원,031-671-0044,요양병원(일반요양병원),19,18,99,내과/ 신경과/ 외과/ 정형외과/ 신경외과/ 피부과/ 비뇨의학과/ 재활의학과/ 가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과,경기도 안성시 양성면 미리내성지로 386-27
인선요양병원,673-0836,요양병원(일반요양병원),10,20,70,내과/ 외과/ 정형외과/ 비뇨의학과/ 재활의학과/ 가정의학과/ 한방내과,경기도 안성시 양성면 미리내성지로 274-29
김포요양병원,031-985-5720,요양병원(일반요양병원),20,23,139,내과/ 신경과/ 외과/ 정형외과/ 재활의학과/ 가정의학과/ 한방내과/ 한방안·이비인후·피부과/ 사상체질과/ 침구과,"경기도 김포시 풍무로 20, 3-4층 (풍무동)"
히즈메디병원,1588-0223,병원,28,67,123,내과/ 정신건강의학과/ 외과/ 정형외과/ 신경외과/ 마취통증의학과/ 산부인과/ 소아청소년과/ 이비인후과/ 피부과/ 영상의학과/ 가정의학과,경기도 김포시 김포대로 681 (풍무동)
김포다조은병원,031-996-9666,병원,16,18,60,내과/ 정형외과/ 신경외과/ 마취통증의학과/ 영상의학과,경기도 김포시 통진읍 김포대로 2214
정근한방병원,031-984-8688,한방병원,1,22,80,내과/ 정형외과/ 신경외과/ 마취통증의학과/ 소아청소년과/ 재활의학과/ 가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방재활의학과/ 사상체질과/ 침구과,"경기도 김포시 풍무로 176, 4-7층 (풍무동)"
김포경희25병원,1600-7519,병원,4,21,61,내과/ 가정의학과/ 한방내과/ 한방부인과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 침구과,"경기도 김포시 김포한강8로 382, 고은메디타워 9-10층 (구래동)"
새빛한방병원,1566-8536,한방병원,6,14,43,내과/ 영상의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과,"경기도 김포시 김포한강4로135번길 11, 골든프라자 7,8,9층 (장기동)"
킴스한방병원,031-998-5689,한방병원,5,16,57,내과/ 정형외과/ 소아청소년과/ 이비인후과/ 피부과/ 재활의학과/ 가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과,"경기도 김포시 전원로 11, 가든프라자 3,4,5층일부층 (운양동)"
의료법인우리의료재단김포우리병원,031-999-1000,종합병원,431,105,398,내과/ 신경과/ 정신건강의학과/ 외과/ 정형외과/ 신경외과/ 흉부외과/ 마취통증의학과/ 산부인과/ 소아청소년과/ 안과/ 이비인후과/ 비뇨의학과/ 영상의학과/ 병리과/ 진단검사의학과/ 재활의학과/ 가정의학과/ 직업환경의학과/ 응급의학과/ 예방의학과/ 치과/ 구강악안면외과,"경기도 김포시 감암로 11, 김포우리병원 (걸포동)"
한별정신건강병원,031-986-9900,요양병원(정신병원),13,28,130,신경과/ 정신건강의학과,경기도 김포시 감암로 95 (걸포동)
의료법인보성의료재단무의도한방병원,031-999-2222,한방병원,8,36,78,침구과/ 사상체질과/ 한방재활의학과/ 한방신경정신과/ 한방안·이비인후·피부과/ 한방소아과/ 한방부인과/ 한방내과,"경기도 김포시 통진읍 김포대로 2347-19, 무의도한방병원"
의료법인삼송의료재단 김포효병원,031-985-6061,요양병원(노인병원),15,17,110,가정의학과/ 재활의학과/ 흉부외과/ 외과/ 내과,"경기도 김포시 봉화로130번길 50, 김포효병원 (북변동)"
나리여성병원,031-982-5700,병원,19,31,54,내과/ 마취통증의학과/ 산부인과/ 소아청소년과,"경기도 김포시 돌문로 99, 나리병원 (사우동)"
서울여성병원,031-985-7582,병원,13,23,42,외과/ 성형외과/ 마취통증의학과/ 산부인과/ 소아청소년과/ 비뇨의학과/ 영상의학과,"경기도 김포시 김포대로 829 (사우동, 서울여성병원)"
김포한누리병원,031-981-3000,병원,15,37,269,소아청소년과/ 내과/ 정신건강의학과,경기도 김포시 월곶면 김포대로 2515-26
한강요양병원,031-981-7119,요양병원(일반요양병원),6,35,182,내과/ 외과/ 정형외과/ 가정의학과/ 한방내과/ 한방부인과/ 한방안·이비인후·피부과/ 한방신경정신과/ 한방재활의학과/ 사상체질과/ 침구과,"경기도 김포시 통진읍 조강로36번길 12-10, 가동"
유앤제이병원,031-981-8114,병원,10,13,46,내과/ 외과/ 정형외과/ 신경외과/ 마취통증의학과/ 소아청소년과/ 피부과/ 비뇨의학과/ 영상의학과/ 가정의학과,"경기도 김포시 양촌읍 양곡2로 30, 2,3층 (김포메디컬시티)"
의료법인동행의료재단보리수요양병원,031-986-0900,요양병원(일반요양병원),35,38,180,신경과/ 신경외과/ 재활의학과/ 가정의학과/ 한방내과/ 한방부인과/ 한방소아과/ 한방안·이비인후·피부과/ 한방신경정신과/ 사상체질과/ 침구과,"경기도 김포시 김포한강11로331번길 259, 보리수요양병원 (운양동)"
연세유병원,031-8049-7550,병원,10,13,44,내과/ 외과/ 정형외과/ 신경외과/ 영상의학과/ 재활의학과/ 가정의학과,"경기도 김포시 김포한강4로 531, 제이스프라자 7-8층 (구래동)"
한강아이제일병원,031-8048-7575,병원,26,28,45,내과/ 정형외과/ 소아청소년과/ 이비인후과/ 피부과/ 영상의학과/ 병리과/ 진단검사의학과,"경기도 김포시 김포한강11로 133, 중앙프라자 2,3,5층 (운양동)"
