hospitalName,evaluation,address
서부정형외과의원,1등급,대구광역시 남구 대명로 12 1층 (대명동)
서비뇨기과의원,1등급,경상북도 영천시 시장로 59 5층 (완산동)
서산별소아청소년과의원,4등급,충청남도 서산시 충의로 27 (예천동)
서산성심외과의원,2등급,충청남도 서산시 율지11로 10 (동문동)
서산열린내과의원,5등급,"충청남도 서산시 예천1로 24 202층 (예천동, JS빌딩)"
서산외과의원,1등급,"충청남도 서산시 안견로 189 2,3층 (동문동)"
서산조은내과의원,1등급,"충청남도 서산시 율지6로 5 (동문동, 성일빌딩)"
서산중앙병원,3등급,충청남도 서산시 수석산업로 5 (수석동)
서상렬내과의원,1등급,"서울특별시 중구 새문안로 32 (충정로1가, 동양빌딩)"
서상의원,5등급,경상남도 함양군 서상면 서상로 255 (서상면)
서생의원,3등급,울산광역시 울주군 서생면 해맞이로 872 2층
서세웅내과의원,1등급,서울특별시 강남구 도산대로 110 케이비엘 센터 401호 (논현동)
서소아과의원,1등급,서울특별시 광진구 뚝섬로 631-1 (자양동)
서소아청소년과의원,1등급,"서울특별시 용산구 이촌로 200 (이촌동, LG프라자)"
서승연내과의원,1등급,경상남도 창녕군 창녕읍 명덕로 64-1 (창녕읍)
서신전주내과의원,2등급,"전라북도 전주시 완산구 온고을로 18 5층 (서신동, 프뢰벨빌딩)"
서연석내과의원,1등급,충청남도 천안시 서북구 동서대로 135 (성정동)
서영배강심내과의원,1등급,경상북도 구미시 신시로 77 (형곡동)
서영주소아청소년과의원,5등급,부산광역시 부산진구 새싹로 208 (초읍동)
서영환내과의원,1등급,전라북도 남원시 용성로 89-1 (동충동)
서외과의원,1등급,충청북도 영동군 영동읍 학산영동로 1241 1241
서울 위(We)편한 내과의원,3등급,"부산광역시 부산진구 서면로 48 3층 (부전동, 현경빌딩)"
서울365가정의원,3등급,서울특별시 관악구 난곡로 231 2층 (신림동)
서울365소아청소년과의원,1등급,"인천광역시 남동구 논고개로123번길 17 4층 406호 (논현동, 아이플렉스)"
서울365소아청소년과의원,1등급,"경기도 파주시 미래로 610 302호 (와동동, 운정메디컬프라자)"
서울365소아청소년과의원,4등급,경기도 하남시 미사강변중앙로 226 우성르보아파크 407~409호 (망월동)
서울WE좋은내과의원,2등급,서울특별시 구로구 시흥대로 551 광희빌딩 3층 (구로동)
서울W내과의원,3등급,"서울특별시 관악구 관악로 165 (봉천동, 양지빌딩)"
서울가정의원,1등급,"경기도 하남시 대청로116번길 30-1 203호 (창우동, 은행아파트상가)"
서울가정의원,3등급,전라북도 고창군 흥덕면 문화1길 5 5
서울가정의원,5등급,"서울특별시 서대문구 증가로20가길 89 2층 (북가좌동, 양지빌딩)"
서울가정의원,2등급,"서울특별시 양천구 월정로50길 10 (신월동, 신흥주택)"
서울가정의원,5등급,서울특별시 광진구 아차산로29길 51 2층 (화양동)
서울가정의원,2등급,서울특별시 중구 퇴계로86길 11 2층 (신당동)
서울가정의원,1등급,경기도 성남시 수정구 산성대로 435 2층 (단대동)
서울가정의원,3등급,"서울특별시 동작구 만양로 26 206호 (상도동, 건영아파트상가)"
서울가정의원,5등급,"경상남도 창원시 의창구 창이대로 203 (봉곡동, 101,102,105,106호)"
서울가정의학과의원,3등급,"서울특별시 관악구 구암길 106 205호 (봉천동, 관악드림타운분산상가)"
서울가정의학과의원,1등급,"서울특별시 종로구 통일로12길 23 308호 (무악동, 무악현대아상가)"
서울가정의학과의원,1등급,"경기도 안양시 동안구 경수대로 609 2층 (호계동, 호원빌딩)"
서울가정의학과의원,5등급,"경기도 고양시 일산동구 정발산로 38 (장항동, 이스턴시티 306,306-1호)"
서울가정의학과의원,1등급,서울특별시 강서구 가로공원로76길 56 2층 (화곡동)
서울가정의학과의원,5등급,충청북도 충주시 남산로 74 (용산동)
서울가정의학과의원,1등급,대전광역시 서구 변동로 49 (변동)
서울가정의학과의원,2등급,"충청북도 청주시 상당구 산성로 68 2층 (금천동, 엘림빌딩)"
서울가정의학과의원,3등급,경기도 안산시 단원구 화정로 95 (와동)
서울가정의학과의원,1등급,울산광역시 중구 서원6길 4 2층 (반구동)
서울가정의학과의원,1등급,전라남도 목포시 용당로 57 2층 서울가정의학과 의원 (산정동)
서울가정의학과의원,1등급,"서울특별시 서대문구 세검정로1길 93 상가A동 207호 (홍은동, 벽산아파트)"
서울가정의학과의원,1등급,경기도 수원시 권선구 당진로31번길 15 (당수동)
서울가정의학과의원,3등급,경기도 파주시 문산읍 독서울1길 14 (선유프라자 2층)
서울가정의학과의원,1등급,"경기도 성남시 분당구 장미로 101 1202호 (야탑동, 장미마을 근린상가)"
서울가정의학과의원,1등급,전라북도 김제시 만경읍 만경로 807 (만경읍)
서울가정의학과의원,1등급,경기도 가평군 가평읍 가화로 121 (가평읍)
서울가정의학과의원,5등급,서울특별시 마포구 포은로 68 2층 (망원동)
서울가정의학과의원,2등급,"경기도 용인시 수지구 성복2로 108-2 101호 (성복동, 웰스톤갤러리)"
서울가정의학과의원,1등급,"서울특별시 중구 서소문로 138 1층 (태평로2가, 대한일보사빌딩)"
서울가정의학과의원,1등급,서울특별시 강북구 솔샘로 243 (미아동)
서울가정의학과의원,4등급,경상남도 창원시 마산합포구 현동4길 4 에스빌딩동 3층 3.4호 (우산동)
서울가정의학과의원,5등급,대구광역시 서구 문화로 254 2층 (평리동)
서울가정의학과의원,4등급,"서울특별시 구로구 디지털로31길 90 가동 209호 (구로동, 삼성래미안아파트)"
서울가정의학과의원,1등급,강원도 정선군 정선읍 봉양7길 34-0 2층 (정선농협)
서울가정의학과의원,1등급,서울특별시 노원구 중계로14길 29 중계약국 (중계동)
서울가정의학과의원,2등급,"서울특별시 성북구 종암로27길 13 302호 (종암동, 도원프라자)"
서울가정의학과의원,3등급,"경기도 의정부시 용현로 158 3층 (민락동, 한영빌딩)"
서울가정의학과의원,1등급,인천광역시 연수구 새말로 31 2층 (연수동)
서울가정의학과의원,2등급,제주특별자치도 제주시 조천읍 신촌4길 2 201동 101호 (에스디빌3차)
서울강남내과의원,4등급,경기도 평택시 비전5로 11 (비전동)
서울강내과의원,1등급,서울특별시 강서구 강서로18길 14 2층 (화곡동)
서울건강내과의원,3등급,경기도 용인시 수지구 수지로342번길 11 3층 (풍덕천동)
서울고려의원,4등급,경상남도 창녕군 부곡면 원앙로 211 (부곡면)
서울굿닥터(새롬)의원,4등급,"세종특별자치시 새롬중앙로 55 3층 (새롬동, 행운빌딩)"
서울굿모닝내과의원,1등급,서울특별시 광진구 뚝섬로 595 2층 (자양동)
서울굿모닝내과의원,2등급,서울특별시 중랑구 면목로 418 2층 (면목동)
서울권앤김내과의원,1등급,"서울특별시 송파구 석촌호수로 61 3층 308호 (잠실동, 트리지움상가)"
서울김내과의원,1등급,"서울특별시 동작구 성대로39길 2 3층 (상도동, 사랑빌딩)"
서울꾸러기365의원,4등급,"인천광역시 연수구 청능대로 210 3층 (동춘동, 스퀘어원)"
서울꾸러기메디컬의원,3등급,"경기도 용인시 수지구 대지로 20 201호 (죽전동, 죽전빌딩)"
서울나우병원,1등급,"경기도 성남시 분당구 분당로 43 나우빌딩 5~11층,12일부층 (서현동)"
서울나우병원,1등급,경기도 안양시 동안구 시민대로 388-388 (관양동)
서울내과·외과의원,3등급,"서울특별시 동대문구 왕산로 168 1층 (용두동, 삼성화재청량리사옥)"
서울내과의원,1등급,제주특별자치도 제주시 도령로 1 (노형동)
서울내과의원,1등급,서울특별시 구로구 가마산로 268 대림역와이즈플레이스 2층 (구로동)
서울내과의원,3등급,충청북도 진천군 광혜원면 장기길 96-1 ()
서울내과의원,1등급,"경기도 성남시 분당구 성남대로 906 5층 (야탑동, 주택은행내)"
서울내과의원,1등급,경기도 평택시 중앙로 162 (합정동)
서울내과의원,1등급,경기도 수원시 장안구 영화로 106 (정자동)
서울내과의원,1등급,"경기도 용인시 기흥구 흥덕중앙로 59 502호 (영덕동, 용인흥덕노블레스)"
서울내과의원,2등급,"전라남도 나주시 상야2길 22 (빛가람동, 선도타워 4층 403호)"
서울내과의원,1등급,경상남도 진주시 동진로 126 (상대동)
서울내과의원,1등급,"대전광역시 동구 대전로 787 2층, 3층 (중동)"
서울내과의원,1등급,경기도 광명시 광명로 831 2층 (광명동)
서울내과의원,5등급,경상북도 포항시 북구 중흥로 331-1 (죽도동)
서울내과의원,1등급,"서울특별시 강남구 역삼로77길 23 4,5층 (대치동)"
서울내과의원,1등급,전라북도 전주시 완산구 용머리로 25 (효자동1가)
서울내과의원,4등급,"서울특별시 영등포구 의사당대로 26 208, 209호 (여의도동)"
서울내과의원,3등급,"경기도 화성시 효행로 1072 405,406호 (병점동, 상록프라자)"
서울내과의원,1등급,서울특별시 중랑구 동일로 917 3층 (묵동)
서울내과의원,5등급,서울특별시 광진구 광나루로 351 2층 (군자동)
서울내과의원,3등급,경기도 고양시 덕양구 지도로 47 (토당동)
서울내과의원,4등급,충청남도 천안시 동남구 서부대로 221 4층 (신방동)
서울내과의원,1등급,"경기도 양주시 회정로 114 (덕정동, 금강프라자 301호)"
서울내과의원,1등급,서울특별시 도봉구 도봉로 488 (창동)
서울내과의원,3등급,경기도 용인시 처인구 포곡읍 포곡로 97-4 97
서울내과의원,1등급,경기도 오산시 대원로 10 2층 (원동)
서울내과의원,1등급,충청북도 옥천군 옥천읍 삼금로 2 ()
서울내과의원,4등급,"경기도 이천시 이섭대천로 1203 3층 (중리동, 하나빌딩)"
서울내과의원,1등급,대전광역시 중구 목중로54번길 50 2층 (중촌동)
서울내과의원,4등급,경상남도 의령군 의령읍 의병로 209-13 (의령치과)
서울내과의원,5등급,"충청북도 청주시 흥덕구 풍산로 40 6층 (가경동, 가경연합클리닉)"
서울내과의원,1등급,서울특별시 강서구 양천로 73 2층 201호 (방화동)
서울내과의원,1등급,서울특별시 중구 청구로 70 5층 (신당동)
서울내과의원,5등급,"경상북도 경주시 화랑로 122-1 지하1, 지상2층 (황오동)"
서울내과의원,3등급,충청남도 당진시 합덕읍 덕평로 552 (합덕읍)
서울내과의원,5등급,경기도 남양주시 화도읍 먹갓로27번길 1 2층 (해성빌딩)
서울내과의원,1등급,서울특별시 서초구 반포대로 114 2층 (서초동)
서울내외의원,3등급,서울특별시 광진구 구의강변로 99 (구의동)
서울노앤기내과의원,2등급,"강원도 속초시 중앙로 20 2층 (교동, 르네상스 속초빌딩)"
서울늘열린의원,1등급,서울특별시 강동구 양재대로 1343 2층 (성내동)
서울다나의원,1등급,서울특별시 은평구 진흥로1길 2 2층 (역촌동)
서울다혜의원,5등급,서울특별시 종로구 종로 253 2층 (종로5가)
서울대방내과의원,1등급,"서울특별시 동작구 등용로 115 2층 201호 (대방동, 엘리시아빌딩)"
서울대정병원,5등급,충청남도 천안시 서북구 불당33길 18 (불당동)
서울대학교병원,1등급,서울특별시 종로구 대학로 101 (연건동)
서울대학교병원 강남의원,1등급,"서울특별시 강남구 테헤란로 152 (역삼동, 강남파이낸스센터 38층,39층, 3층일부)"
서울대학교직장부속의원,1등급,서울특별시 관악구 관악로 1 63동 3층 (신림동)
서울동부지방법원부속의원,1등급,서울특별시 송파구 법원로 101 서울동부지방법원 331호 (문정동)
서울동아의원,5등급,서울특별시 노원구 공릉로 99 서울동아의원 (공릉동)
서울동인병원,3등급,서울특별시 성동구 왕십리로 382 (하왕십리동)
서울듀크의원,2등급,"서울특별시 종로구 율곡로 47 3층 (안국동, 걸스카웃회관)"
서울드림내과의원,2등급,경기도 남양주시 오남읍 진건오남로 813 4층
서울드림내과의원,1등급,"인천광역시 부평구 부흥로 264 (부평동, 동아웰빙타운)"
서울드림소아청소년과의원,1등급,경기도 광주시 오포읍 머루숯길 8 8
서울드림소아청소년과의원,4등급,"경기도 의정부시 천보로 44 8,10층 (민락동, 해동본타워)"
서울드림의원,5등급,경상북도 경주시 화랑로 126 2층 (황오동)
서울드림이비인후과의원,5등급,"서울특별시 송파구 송파대로 570 2층 (신천동, 타워730)"
서울라이프의원,1등급,서울특별시 강남구 개포로22길 46 1층일부 (개포동)
서울라파의원,2등급,서울특별시 광진구 광나루로 534 (구의동)
서울류마내과의원,1등급,"서울특별시 용산구 한강대로 109 301호 (한강로2가, 용성비즈텔)"
서울린소아청소년과의원,1등급,서울특별시 동대문구 답십리로 268 1층 (장안동)
서울마취통증의학과의원,1등급,경기도 화성시 남양읍 시청로 3 ()
서울마취통증의학과의원,1등급,"경기도 안양시 동안구 관악대로 93 6층 602호 (비산동, 샘모루빌딩)"
서울마취통증의학과의원,1등급,경상북도 의성군 다인면 다인장길 9-1 ()
서울메디안의원,5등급,서울특별시 강동구 성안로 156 3층 (길동)
서울메디의원,4등급,경기도 오산시 남부대로 411-12 2층 201호 (고현동)
서울메디이비인후과의원,3등급,"서울특별시 금천구 금하로 720 2층 203호 (시흥동, 에벤에셀프라자)"
서울메디칼연합의원,1등급,서울특별시 중랑구 신내역로 165 2층 (신내동)
서울메디칼의원,1등급,경기도 부천시 성곡로 77 (여월동)
서울메디칼의원,5등급,강원도 원주시 원일로 216 (학성동)
서울메디케어의원,3등급,"서울특별시 마포구 마포대로 156 지하1층 (공덕동, 공덕푸르지오시티)"
서울메디투어의원,1등급,서울특별시 동대문구 장한로 10 조광빌딩 (장안동)
서울메디피아의원,5등급,"서울특별시 금천구 가산디지털1로 149 201,202호 (가산동, 이노플렉스2차)"
서울메트로병원,1등급,부산광역시 해운대구 재반로 344 (반여동)
서울명병원,1등급,서울특별시 동대문구 고산자로 421 (용두동)
서울명외과의원,3등급,경상남도 창원시 마산합포구 진동면 진북산업로 31 ()
서울명의원,2등급,경기도 화성시 향남읍 상신하길로 66 ()
서울명의원,4등급,"경기도 수원시 영통구 동수원로 316 207호 (매탄동, 임광아파트상가)"
서울명진내과의원,5등급,경기도 화성시 향남읍 상신하길로298번길 7-21 4층 407-410호호
서울미래내과의원,1등급,"경기도 고양시 덕양구 중앙로 452 201호 (행신동, 메디스타원)"
서울미래소아청소년과의원,1등급,"경기도 안양시 동안구 흥안대로 378 201호 (평촌동, 서울안과빌딩)"
서울바른내과의원,1등급,"경기도 성남시 중원구 희망로 336 (상대원동, 금진빌딩)"
서울바른병원,2등급,"서울특별시 영등포구 여의대방로 145 2~7층 (신길동, 세인트빌딩)"
서울바른세상병원,4등급,"서울특별시 금천구 시흥대로 421 (독산동, 건국빌딩)"
서울바른척도병원,2등급,"인천광역시 남동구 구월로 233 1층일부,2~5층 전체호 (구월동)"
서울박내과의원,4등급,"서울특별시 강남구 남부순환로397길 57 4,5,6층 (대치동, 대치메디칼센터)"
서울박내과의원,1등급,경기도 용인시 처인구 명지로40번길 4 4층 403호 (역북동)
서울배내과의원,2등급,"서울특별시 강남구 논현로 509 송암II빌딩 2,4층 (역삼동)"
서울백내과의원,3등급,인천광역시 계양구 동양로 103 402호 (동양동)
서울베스트의료의원,1등급,서울특별시 중구 다산로46길 17 2층 (흥인동)
서울베스트의원,1등급,경기도 안양시 동안구 동안로 13 무궁화아파트 상가동 3층 302호 (호계동)
서울베스트의원,2등급,"서울특별시 강남구 자곡로3길 21 (자곡동, LH강남힐스테이트상가 B201호)"
서울병원,1등급,서울특별시 은평구 진흥로 191 (대조동)
서울병원,3등급,서울특별시 송파구 오금로 290 (가락동)
서울복지의원,3등급,서울특별시 영등포구 도림로 142 지하1~지상1층 (대림동)
서울본내과의원,2등급,"서울특별시 마포구 양화로 133 3층,5층,18층 1801호 (서교동, 서교타워)"
서울본병원,2등급,"서울특별시 관악구 남부순환로 1449 (신림동, 서울본병원)"
서울본의원,1등급,경기도 광주시 오포읍 양벌로 197 (오포읍)
서울본의원,5등급,경기도 안성시 아양로 71 안성서희스타힐스아파트상가 (아양동)
서울봄내과의원,1등급,"서울특별시 양천구 목동서로 349 301호 (신정동, 센트럴프라자)"
서울산보람병원,4등급,울산광역시 울주군 삼남면 중평로 53 ()
서울삼성내과의원,1등급,"경기도 광명시 하안로 295 2층 (하안동, 노벨빌딩)"
서울삼성내과의원,1등급,"서울특별시 구로구 구로동로 112-2 서울삼성내과의원 2,3,4층 (구로동)"
서울삼성내과의원,1등급,"서울특별시 양천구 등촌로 32 3층 (목동, 태영프라자)"
서울삼성내과의원,2등급,서울특별시 송파구 백제고분로 126 오룡빌딩 2층3층4층5층 (잠실동)
서울삼성내과의원,1등급,"경기도 성남시 분당구 운중로 131 504호,505호 (운중동, 스타식스 메트로)"
서울삼성내과의원,5등급,"경기도 구리시 장자대로 72 401호 (수택동, 미림프라자)"
서울삼성내과의원,1등급,서울특별시 강남구 일원로 115 삼성생명 일원동 빌딩 2층 204-3호 (일원동)
서울삼성내과의원,2등급,서울특별시 은평구 서오릉로 203 2층 (구산동)
서울삼성내과의원,2등급,부산광역시 동래구 충렬대로 467 (안락동)
서울삼성내과의원,5등급,경기도 여주시 세종로 18-1 3층 (홍문동)
서울삼성내과의원,1등급,"대전광역시 서구 도안동로 3 5층 (가수원동, 리더스프라자)"
서울삼성내과의원,2등급,"경기도 파주시 청석로 272 501호 (동패동, 센타프라자1)"
서울삼성내과의원,3등급,강원도 홍천군 홍천읍 홍천로 366 366
서울삼성내과의원,1등급,"서울특별시 노원구 동일로 1547 3층 (상계동, 시몬빌딩)"
서울삼성내과의원,5등급,"전라북도 전주시 덕진구 붓내3길 24 2층 (송천동2가, 예일빌딩)"
서울삼성내과의원,1등급,경기도 수원시 장안구 덕영대로407번길 34-22 (율전동)
서울삼성내과의원,1등급,"서울특별시 강동구 고덕로 133 512호 (암사동, 강동롯데캐슬퍼스트아파트 상가동)"
서울삼성내과의원,1등급,"경기도 용인시 기흥구 죽전로 46 (보정동, 타워시티)"
서울삼성내과의원,1등급,경상북도 예천군 예천읍 시장로 108 (예천읍)
서울삼성내과의원,5등급,"경기도 화성시 병점2로 38 삼성프라자 2,3층 (병점동)"
서울삼성내과의원,1등급,서울특별시 광진구 자양로 95 4층 (자양동)
서울삼성내과의원,5등급,서울특별시 용산구 이촌로 206 국민은행 3~4층 (이촌동)
서울삼성내과의원,2등급,"충청남도 당진시 밤절로 136 6층 601, 602호 (수청동, 씨티타워빌딩)"
서울삼성내과의원,2등급,"인천광역시 연수구 신송로 166 4층 (송도동, 플러스원프라자)"
서울삼성내과의원,3등급,"서울특별시 관악구 양녕로 50 8층 (봉천동, 금강빌딩)"
서울삼성내과의원,1등급,충청남도 천안시 서북구 두정로 104 2층 (두정동)
서울삼성내과의원,1등급,"서울특별시 강서구 양천로 713 2층 (염창동, 대영빌딩)"
서울삼성내과의원,1등급,"인천광역시 남동구 호구포로 818 409~412호 (구월동, 퍼스트하임프라자)"
서울삼성수가정의학과의원,3등급,서울특별시 중랑구 신내로 45 401호 (신내동)
서울삼성연합외과의원,1등급,"경기도 이천시 중리천로 76 401호 (중리동, 라온펠리스)"
서울삼성의원,2등급,"서울특별시 금천구 금하로 711 2,5층 (시흥동)"
서울삼성의원,1등급,"경기도 김포시 봉화로182번길 42 308호 (북변동, 산호종합상가)"
서울삼성의원,3등급,"인천광역시 서구 중봉대로 587 (경서동, 홈플러스청라점)"
서울삼성의원,1등급,충청북도 단양군 단양읍 도전2로 2 2
서울삼성의원,5등급,경기도 용인시 처인구 양지면 양지로 140 1층
서울삼성의원,2등급,경기도 수원시 영통구 동수원로 520 (매탄동)
서울삼성이비인후과의원,5등급,제주특별자치도 서귀포시 월드컵로 8 (강정동)
서울삼성이비인후과의원,4등급,경기도 김포시 양촌읍 양곡2로 50 401호 (아름터프라자)
서울삼성이비인후과의원,4등급,"세종특별자치시 다정중앙로 45 다정프라자 301,304,305호 (다정동)"
서울삼성정형외과의원,5등급,"경기도 고양시 덕양구 혜음로 9 2층,3층 (고양동, 종호빌딩)"
서울삼성정형외과의원,1등급,"경상북도 안동시 중앙시장길 26 2,3층 (안흥동)"
서울삼성최내과의원,3등급,경기도 성남시 수정구 수정로 116 2층 (수진동)
서울삼육오의원,3등급,서울특별시 영등포구 영중로 119 리마크빌 영등포 2층 204-1호 (영등포동8가)
서울새로운내과의원,5등급,"경기도 용인시 기흥구 용구대로2394번길 2 403,404호 (마북동, 팬아시아빌딩)"
서울새싹병원,5등급,"경상남도 김해시 율하3로 53 303, 701, 801호 (율하동)"
서울성모내과의원,1등급,"경기도 성남시 중원구 광명로 5 101호 (성남동, 성남동메디칼센타)"
서울성모내과의원,3등급,경기도 부천시 범안로 117 현대리치모아 309호 (범박동)
서울성모내과의원,3등급,"경기도 용인시 기흥구 신갈로58번길 16-1 (신갈동, 신갈우체국)"
서울성모내과의원,1등급,"서울특별시 서대문구 연희로 85 3층 (연희동, 인사이드빌딩)"
서울성모마취통증의학과의원,1등급,서울특별시 동대문구 답십리로66길 95 (장안동)
서울성모속맑은내과의원,1등급,대구광역시 동구 동부로 19 2층 (신천동)
서울성모의원,1등급,경상남도 진주시 초전북로51번길 10 1층 (초전동)
서울성모의원,1등급,"경기도 파주시 숲속노을로 275 503,504,505,506호 (문발동, 진원빌딩)"
서울성모의원,1등급,부산광역시 사하구 낙동대로 225 (괴정동)
서울성모의원,5등급,경상남도 사천시 사남면 조동길 49-19 (사남면)
서울성모의원,2등급,서울특별시 광진구 아차산로 220 (자양동)
서울성모의원,3등급,대구광역시 북구 서변로 97 1층 (서변동)
서울성모이비인후과의원,4등급,"서울특별시 동대문구 전농로 102 (답십리동, 목련빌딩 101호)"
서울성모이비인후과의원,4등급,"인천광역시 부평구 길주로 510 203호 (청천동, 한산빌딩)"
서울성모이비인후과의원,3등급,"서울특별시 성동구 왕십리로 410 센트라스 상가 L동 3층 305호 (하왕십리동, 센트라스)"
서울성모이비인후과의원,4등급,"경기도 의왕시 포일세거리로 3 (포일동, 파레사타워 405호 )"
서울성모이비인후과의원,1등급,서울특별시 동작구 동작대로29길 18 2층 (사당동)
서울성모이비인후과의원,4등급,"경기도 광명시 오리로 870 6층 (철산동, 스타힐스빌딩)"
서울성모이비인후과의원,3등급,"경기도 화성시 병점서로 33 302호 (병점동, 두산탑프라자)"
서울성심병원,1등급,서울특별시 동대문구 왕산로 259 서울성심병원 (청량리동)
서울성심의원,3등급,"충청남도 천안시 동남구 목천읍 삼성5길 19 2,3층"
서울성심정형외과의원,2등급,"서울특별시 용산구 원효로 162 (원효로2가, 세원빌딩)"
서울성이비인후과의원,3등급,경기도 구리시 장자대로 78 (수택동)
서울센트럴이비인후과의원,2등급,"서울특별시 중구 세종대로 11 2,3층 6-23,24호 (남대문로5가)"
서울소망의료소비자생활협동조합 서울소망의원,5등급,서울특별시 동작구 성대로 72 (상도동)
서울소망이비인후과의원,4등급,"경기도 화성시 동탄대로시범길 146 4층 403호 (청계동, 포트센트럴시티)"
서울소아과의원,4등급,"경기도 안양시 동안구 동안로 194 216호 (비산동, 샛별한양스포츠센터)"
서울소아과의원,1등급,"서울특별시 양천구 신정로7길 60-5 (신정동, 동일프라자)"
서울소아과의원,1등급,경기도 고양시 일산서구 일중로 46 2층 (일산동)
서울소아청소년과의원,5등급,"경상남도 창원시 성산구 대정로 135 (대방동, 대방덕산타운)"
서울소아청소년과의원,1등급,"경기도 용인시 기흥구 흥덕중앙로 41 (영덕동, 흥덕웰스프라자)"
서울소아청소년과의원,2등급,경기도 수원시 영통구 매영로310번길 87 동보.신명아파트 상가동 2층 203호 (영통동)
서울소아청소년과의원,5등급,경기도 양주시 삼숭로38번길 71 (삼숭동)
서울소아청소년과의원,4등급,경기도 안성시 공도읍 공도로 91 2층 (성지프라자)
서울소아청소년과의원,1등급,"서울특별시 서초구 헌릉로8길 9-8 404호 (내곡동, 내곡플라자)"
서울소아청소년과의원,2등급,충청남도 서산시 안견로 197 (동문동)
서울소아청소년과의원,2등급,"경기도 성남시 분당구 내정로165번길 10-6 2층 (수내동, 수내프라자)"
서울소아청소년과의원,1등급,"경기도 화성시 동탄반석로 124 5층 501호 (반송동, 쎈타프라자)"
서울소아청소년과의원,5등급,"대전광역시 동구 동구청로 89-2 8층 (가오동, 글로리타워 803호, 804호)"
서울소아청소년과의원,4등급,"충청북도 제천시 풍양로 99 (중앙로1가, 주상복합건물)"
서울소아청소년과의원,3등급,"경기도 수원시 장안구 화산로 87 201호 (천천동, 정문상가)"
서울소아청소년과의원,1등급,"서울특별시 강동구 명일로 172 (둔촌동, 둔촌푸르지오아파트)"
서울소아청소년과의원,4등급,충청북도 청주시 서원구 청남로 2010 2층 (분평동)
서울소아청소년과의원,5등급,경기도 광주시 중앙로 95-3 (역동)
서울속내과의원,2등급,"경기도 고양시 덕양구 행신로 266 3층 301,302,303호 (행신동, 월드타워)"
서울속연합내과의원,1등급,대구광역시 달성군 다사읍 세천로 161 ()
서울손내과의원,1등급,"경기도 용인시 기흥구 동백3로11번길 8-1 302호 (중동, 제일프라자)"
서울손내과의원,1등급,"서울특별시 강남구 압구정로34길 11 402호 (신사동, 압구정스퀘어)"
서울손인내과의원,1등급,서울특별시 동작구 사당로 224 3층 (사당동)
서울송내과의원,1등급,서울특별시 중구 을지로 199-2 2층 (을지로4가)
서울송도병원,2등급,"서울특별시 중구 다산로 78 (신당동, 송도병원)"
서울수가정의학과의원,2등급,"경기도 부천시 여월로 72 302호 (여월동, 여월프라자)"
서울수내과의원,1등급,"서울특별시 송파구 송파대로 389 (석촌동, 2층)"
서울수내과의원,4등급,"경기도 성남시 분당구 돌마로366번길 42 3(일부)층 301호 (수내동, 동한프라자)"
서울수면의원,4등급,"서울특별시 강남구 논현로 704 2층 / 강남구 학동로 203, 3층 (논현동)"
서울수소아청소년과의원,1등급,"서울특별시 강동구 구천면로 424 (명일동, 명일메가타운)"
서울수의원,3등급,"전라북도 전주시 덕진구 호성3길 22-2 2층 (호성동1가, 금만빌딩)"
서울수의원,2등급,경기도 평택시 팽성읍 부용로 27 ()
서울수이비인후과의원,3등급,"경기도 군포시 산본로323번길 16-36 301호 (산본동, 삼정빌딩)"
서울수이비인후과의원,2등급,서울특별시 동대문구 왕산로 171 4층 (제기동)
서울수이비인후과의원,2등급,"강원도 강릉시 경강로 2120 5층 501,502호 (옥천동, 씨네몰)"
서울스타병원,4등급,"서울특별시 강서구 강서로 307 서울스타병원빌딩 3,4,5,6,7,층 8,9호 (내발산동)"
서울스페셜병원,1등급,"서울특별시 노원구 동일로197길 11 (공릉동, 공삼빌딩)"
서울시청부속의원,1등급,"서울특별시 중구 덕수궁길 15 (서소문동, 시청별관 2동 1층)"
서울시티의원,1등급,경기도 의정부시 범골로 39 2층 (호원동)
서울신경과내과의원,1등급,경상남도 창원시 진해구 냉천로 87 Y-Zone 3층 (석동)
서울신경외과의원,1등급,"경기도 고양시 덕양구 혜음로 34 3층 (고양동, 경덕빌딩)"
서울신경외과의원,3등급,서울특별시 성동구 독서당로 278 (금호동4가)
서울신경외과의원,1등급,충청남도 당진시 계성3길 31-4 (읍내동)
서울신경외과의원,1등급,충청북도 청주시 서원구 사직대로145번길 1 (사창동)
서울신경외과의원,1등급,충청남도 공주시 유구읍 중앙1길 55 (유구읍)
서울신내과의원,1등급,"서울특별시 서초구 효령로 279 3층 (서초동, 상경빌딩)"
서울신통의원,1등급,충청북도 충주시 예성로 177 2층 (충인동)
서울신통의원,3등급,경상북도 안동시 퇴계로 73 (대석동)
서울아동병원,4등급,경상북도 포항시 북구 천마로 96  (양덕동)
서울아동병원,5등급,경상남도 창원시 마산회원구 내서읍 삼계로 2 (삼계웰빙프라자빌딩)
서울아동병원,4등급,"경상남도 진주시 하대로 80 2층,3층,5층 (하대동, 메디칼팜빌딩)"
서울아동병원,4등급,"경상남도 창원시 진해구 진해대로776번길 27 7,8층 (이동, 온메디컬센터)"
서울아동병원,3등급,"경상남도 김해시 번화1로80번길 5 메카메디칼빌딩 502,601,701호 (대청동)"
서울아동병원,4등급,충청북도 청주시 흥덕구 가로수로 1317  (복대동)
